1,80.88051,16.981289,1.1677791,-18.050274,-3.0420103,-18.197754,-113.064835,54.929703,-75.70289,-58.166794,-23.212757,-99.52757,32.58311,-103.83945,-91.67242400000001,36.6078
1,80.19674999999999,17.078018,1.0138631,-17.863695,-2.9605694,-18.284542,-112.00536,53.1355,-74.76857,-57.647125,-22.758999,-99.46837600000001,32.397038,-102.89739,-91.19403,37.211487
1,79.50102,16.993193,0.51281434,-17.571564,-2.7599897,-18.46105,-110.38263,50.988483,-72.98274000000001,-57.54257,-25.69782,-99.10008000000001,32.20336,-102.144714,-90.26734999999999,38.533222
1,78.24175,17.179022,-0.013663756,-17.255499,-2.439702,-18.807072,-107.581245,48.38696,-70.40644,-56.908783,-28.704191,-98.26105,32.319107,-101.061325,-88.63569,40.295345
1,76.89118000000001,17.894352,-0.30586955,-16.801847,-1.9956217,-19.23053,-104.21401,44.823307,-67.797264,-55.57918,-29.05381,-97.44044,32.66075,-99.37065,-87.22045,41.7905
1,76.20474,18.212317,-0.7085293,-16.24649,-1.5688058,-19.504116,-101.447334,41.030052,-65.151634,-54.130817,-28.578997,-97.087395,32.768993,-97.575226,-86.5111,43.16645
1,76.2748,17.320704,-1.4778084,-15.830585,-1.3670568,-19.52727,-99.75279,38.748863,-62.646633,-53.61293,-29.91429,-97.08261,32.55219,-96.67201,-85.784874,44.701836
1,76.072205,17.006521,-2.008933,-15.608538,-1.5180999,-19.536356,-98.23456,37.512207,-61.00799,-53.061134,-32.509583,-96.906586,32.14058,-96.14304,-85.17151,45.94598
1,75.68254,17.201195,-2.2364793,-15.980971,-1.7938231,-19.559761,-96.92597000000001,36.583942,-60.197918,-52.950294,-32.547462,-96.128456,32.574905,-96.024345,-84.0964,46.272564
1,75.97224,17.083517,-1.9792454,-16.676928,-2.0359938,-19.117804,-97.06638,36.604225,-60.522232,-53.378258,-29.648615,-95.99885999999999,33.061123,-95.93076000000001,-83.73096,45.72424
1,77.0204,16.049435,-1.815464,-17.530718,-2.2642767,-18.31047,-98.62533000000001,38.123222,-61.78939,-54.68056,-27.708714,-96.61945,33.388214,-96.64073999999999,-83.9605,45.336308
1,78.03843999999999,15.142121,-2.1086452,-18.62538,-2.8574026,-17.404825,-100.224815,40.746544,-63.057,-56.02533,-26.95334,-96.98103999999999,33.667118,-98.13198,-84.49178999999999,46.141975
1,77.995964,14.994714,-2.376545,-19.301975,-3.598272,-16.568829,-101.00492,42.917095,-64.5112,-56.194042,-25.822786,-96.82998000000001,34.031784,-98.770256,-84.52885000000001,47.456936
1,77.78449999999999,14.171017,-1.9894361,-19.688423,-4.0299497,-15.937104,-101.94884,45.198856,-66.62578000000001,-56.138866,-22.571695,-96.60554500000001,34.36921,-98.82312,-83.81725,47.66876
1,77.698616,12.475244,-1.294053,-19.637264,-4.3265543,-15.337044,-103.12312,47.46792,-68.90895,-56.25312,-19.073925,-96.34124,34.65247,-98.63524,-82.88658,47.773
1,77.62142,11.389702,-0.7685028,-19.458765,-4.7580104,-14.811137,-104.050644,48.670177,-70.43512,-56.65102,-17.291758,-95.7521,34.964363,-98.40451,-82.81588000000001,48.71219
1,77.51765399999999,11.12573,-0.4141569,-19.667688,-4.7820883,-14.508581,-104.75469,49.96768,-71.5808,-57.10115,-16.727007,-94.86615,35.30362,-98.34589,-83.53399,50.02042
1,77.496475,11.134215,-0.16308098,-20.409554,-4.622933,-13.969458,-105.3484,50.915363,-72.43137,-57.432453,-16.846695,-94.098465,35.788567,-98.33360999999999,-84.40286999999999,51.0831
1,77.33629999999999,10.777858,0.48734665,-20.335594,-4.2592816,-13.67937,-105.62228,50.998177,-73.12823,-57.381977,-16.875998,-93.674904,36.402153,-98.01577,-84.67088,51.060875
1,77.39973999999999,10.651756,1.0552363,-20.402853,-4.3795094,-13.558766,-105.930145,50.89846,-73.66351,-57.509533,-16.843946,-93.95663999999999,36.70327,-97.89931,-85.32344000000001,50.883316
1,77.41316999999999,10.823922,1.0219404,-20.940506,-4.420685,-13.5287075,-105.91724,50.890396,-73.750946,-57.61457,-16.710094,-94.23278999999999,36.556484,-97.955444,-85.90242000000001,51.032074
1,77.51741,10.958918,0.77211195,-21.209372,-4.459207,-13.436746,-105.942215,50.83791,-73.722466,-57.66439,-16.32781,-94.15793600000001,36.338104,-98.09350000000001,-86.04366,51.10295
1,77.87134,10.933989,0.6200573,-21.152195,-4.5999694,-13.411604,-106.20527,50.91761,-73.78919,-57.92602,-16.00569,-94.170135,36.068626,-98.45486,-86.26269499999999,50.89025
1,78.34148,11.003135,0.46206892,-21.310827,-4.8413525,-13.409215,-106.51019,50.89845,-73.722595,-58.48441,-15.990969,-94.13800999999999,35.689465,-98.981926,-86.69302,50.83564
1,78.76148999999999,11.21335,0.32100955,-21.455032,-5.0312924,-13.467739,-106.78527,50.65434,-73.533646,-58.981148,-16.045324,-94.02154,35.22821,-99.450264,-87.17433,50.94854
1,79.10432,11.382203,0.34378326,-21.289656,-5.2254624,-13.593811,-107.09924,50.276566,-73.46177,-59.275146,-15.87992,-93.84853,34.82347,-99.71216,-87.45777,50.904724
1,79.417,11.569884,0.4510757,-20.98801,-5.454773,-13.756771,-107.50379,49.97837,-73.54908,-59.445316,-15.769987,-93.76416,34.623863,-99.86863,-87.71637,50.80016
1,79.48386000000001,11.934883,0.5498847,-21.046423,-5.6708636,-13.846043,-107.77331,49.367836,-73.56708999999999,-59.456352,-16.00215,-93.693054,34.53131,-99.80992999999999,-87.96892,50.89773
1,79.76443500000001,12.137694,0.7241105,-21.350677,-5.758376,-13.836583,-108.18765,49.328922,-73.77294999999999,-59.737072,-16.106052,-93.66118,34.448128,-99.93662999999999,-88.2818,50.784145
1,79.850746,12.066527,0.9293056,-21.461582,-5.8099356,-13.894655,-108.33602,49.44313,-74.10617999999999,-59.87734,-15.778966,-93.588554,34.275604,-99.86230999999999,-88.224174,50.490242
1,79.93595000000001,11.88305,0.95578223,-21.384586,-5.8718705,-14.022196,-108.44725,49.70515,-74.30257400000001,-60.058773,-15.206018,-93.45201,33.96653,-99.851494,-88.067825,50.286964
1,79.83537,11.98386,0.847297,-21.574102,-5.8704686,-14.060938,-108.47569,49.5314,-74.3125,-60.204876,-14.814751,-93.21798,33.56883,-99.71057,-87.936066,50.286377
1,79.71208,11.922933,0.8715965,-21.825726,-5.822701,-13.991275,-108.510315,49.55027,-74.50431,-60.31101,-14.404885,-93.09335,33.38167,-99.61297,-87.64591,50.037823
1,79.47060999999999,11.572134,1.057347,-21.966759,-5.8015037,-13.97526,-108.374084,49.68943,-74.80638,-60.461246,-14.057363,-93.04997,33.452213,-99.46526,-87.13248400000001,49.648827
1,79.270805,11.286661,1.1497195,-22.040642,-5.7372537,-14.009803,-108.156784,49.933487,-74.899055,-60.596954,-13.650376,-93.07219000000001,33.55487,-99.37858,-86.81721,49.5985
1,79.10554999999999,11.495269,1.2121942,-22.102808,-5.682113,-14.00993,-108.087715,49.7152,-74.81854,-60.425724,-13.160345,-93.005135,33.494724,-99.29640000000001,-86.91637,49.79315
1,79.097176,11.665216,1.333383,-22.066486,-5.6302614,-13.982598,-108.18971,49.588192,-74.817055,-60.072,-12.476159,-92.958405,33.379166,-99.3456,-87.097855,49.790337
1,79.19018,11.656905,1.4231281,-22.043499,-5.6097546,-13.979035,-108.287315,49.69571,-74.82514,-59.942497,-11.841035,-92.95552000000001,33.239063,-99.538864,-87.22211,49.74002
1,79.24169999999999,11.822146,1.4813707,-22.067295,-5.6236124,-14.037968,-108.31625,49.58704,-74.72028,-60.075134,-10.949418,-92.8617,33.106327,-99.69749,-87.350105,49.804447
1,79.37555,12.162562,1.5406432,-22.07373,-5.62989,-14.182026,-108.468636,49.356674,-74.631294,-60.424213,-10.132669,-92.801125,33.029655,-99.90687,-87.667404,49.787807
1,79.32487999999999,12.412549,1.4423335,-22.063173,-5.5865216,-14.444038,-108.38984,48.9447,-74.36745000000001,-60.50946,-9.794809000000001,-92.79146,32.93151,-100.036156,-87.857,49.941372
1,79.102745,12.6775675,1.2075851,-22.082153,-5.5953116,-14.796907,-107.97949,48.448418,-73.87408000000001,-60.30178,-9.703212000000001,-92.65619,32.813896,-100.180916,-87.88344600000001,50.383503
